refFile;testFile;Mqs;Mcs;HRC;videoDegradationType;videoCodec;videoBitrate;packetLossRate;freezingPauses;freezingLength
v33;v33_HRC3;2.026;2.8;HRC3;packetLoss;H.264;2000;0.05;-;-
v33;v33_HRC2;1.66;3;HRC2;packetLoss;H.265;400;0.08;-;-
v34;v34_ANC2;4.745;5;ANC2;frameFreezing;-;-;-;0;0
v34;v34_ANC1;4.405;4.5;ANC1;packetLoss;-;-;-;-;-
v34;v34_HRC10;3.937777778;4.555555556;HRC10;frameFreezing;H.264;16000;-;1;2
v34;v34_HRC5;3.912857143;4.142857143;HRC5;packetLoss;H.265;8000;0.01;-;-
v34;v34_HRC9;3.876666667;4.333333333;HRC9;frameFreezing;H.264;2000;-;2;4
v34;v34_HRC8;3.336666667;4.5;HRC8;frameFreezing;H.265;1000;-;2;4
v34;v34_HRC4;3.142857143;3.857142857;HRC4;packetLoss;H.265;1000;0.03;-;-
v34;v34_HRC6;2.856666667;3.666666667;HRC6;frameFreezing;H.265;200;-;3;8
v34;v34_HRC2;2.36;3.285714286;HRC2;packetLoss;H.265;400;0.08;-;-
v34;v34_HRC3;2.095;3.5;HRC3;packetLoss;H.264;2000;0.05;-;-
v34;v34_HRC7;1.884;3.8;HRC7;frameFreezing;H.264;800;-;3;7
v34;v34_HRC1;1.6975;3625;HRC1;packetLoss;H.264;500;0.1;-;-
v35;v35_ANC1;4.715;3.5;ANC1;packetLoss;-;-;-;-;-
v35;v35_ANC2;4.621428571;3.714285714;ANC2;frameFreezing;-;-;-;0;0
v35;v35_HRC10;4.2575;3875;HRC10;frameFreezing;H.264;16000;-;1;2
v35;v35_HRC9;3.62;2.25;HRC9;frameFreezing;H.264;2000;-;2;4
v35;v35_HRC8;3.01;3;HRC8;frameFreezing;H.265;1000;-;2;4
v35;v35_HRC4;2.813333333;3.166666667;HRC4;packetLoss;H.265;1000;0.03;-;-
v35;v35_HRC5;2.7725;3.25;HRC5;packetLoss;H.265;8000;0.01;-;-
v35;v35_HRC3;2.634;3.4;HRC3;packetLoss;H.264;2000;0.05;-;-
v35;v35_HRC2;2.503333333;3.5;HRC2;packetLoss;H.265;400;0.08;-;-
v35;v35_HRC7;2.3075;3.25;HRC7;frameFreezing;H.264;800;-;3;7
v35;v35_HRC6;2.123333333;2.666666667;HRC6;frameFreezing;H.265;200;-;3;8
v35;v35_HRC1;2.01;2.8;HRC1;packetLoss;H.264;500;0.1;-;-
v36;v36_ANC2;4.388571429;3.428571429;ANC2;frameFreezing;-;-;-;0;0
v36;v36_ANC1;3.843333333;3.333333333;ANC1;packetLoss;-;-;-;-;-
v36;v36_HRC10;3.738;3;HRC10;frameFreezing;H.264;16000;-;1;2
v36;v36_HRC5;3.293333333;1.666666667;HRC5;packetLoss;H.265;8000;0.01;-;-
v36;v36_HRC9;3.2275;3;HRC9;frameFreezing;H.264;2000;-;2;4
v36;v36_HRC8;3.198;2.8;HRC8;frameFreezing;H.265;1000;-;2;4
v36;v36_HRC3;2.41375;2875;HRC3;packetLoss;H.264;2000;0.05;-;-
v36;v36_HRC2;2.35;2.666666667;HRC2;packetLoss;H.265;400;0.08;-;-
v36;v36_HRC6;2.34;1.666666667;HRC6;frameFreezing;H.265;200;-;3;8
v36;v36_HRC4;2.295;4;HRC4;packetLoss;H.265;1000;0.03;-;-
v36;v36_HRC7;2.25;2.857142857;HRC7;frameFreezing;H.264;800;-;3;7
v36;v36_HRC1;2.105;2125;HRC1;packetLoss;H.264;500;0.1;-;-
v37;v37_ANC2;4.145;3.5;ANC2;frameFreezing;-;-;-;0;0
v37;v37_HRC10;3.878;2.4;HRC10;frameFreezing;H.264;16000;-;1;2
v37;v37_HRC9;2.926;2;HRC9;frameFreezing;H.264;2000;-;2;4
v37;v37_HRC4;2.452;3.4;HRC4;packetLoss;H.265;1000;0.03;-;-
v37;v37_HRC6;1.315;2.5;HRC6;frameFreezing;H.265;200;-;3;8
v37;v37_ANC1;3.432857143;3.142857143;ANC1;packetLoss;-;-;-;-;-
v37;v37_HRC5;3.192222222;2.555555556;HRC5;packetLoss;H.265;8000;0.01;-;-
v37;v37_HRC8;2.76125;2.25;HRC8;frameFreezing;H.265;1000;-;2;4
v37;v37_HRC1;2.56;3;HRC1;packetLoss;H.264;500;0.1;-;-
v37;v37_HRC3;2;3;HRC3;packetLoss;H.264;2000;0.05;-;-
v37;v37_HRC7;1.973333333;2.666666667;HRC7;frameFreezing;H.264;800;-;3;7
v37;v37_HRC2;1.8075;2.25;HRC2;packetLoss;H.265;400;0.08;-;-
v38;v38_ANC1;4.008;3.4;ANC1;packetLoss;-;-;-;-;-
v38;v38_HRC9;2.584;3;HRC9;frameFreezing;H.264;2000;-;2;4
v38;v38_HRC7;2.082;3;HRC7;frameFreezing;H.264;800;-;3;7
v38;v38_ANC2;4.516666667;3.5;ANC2;frameFreezing;-;-;-;0;0
v38;v38_HRC10;3.93;5;HRC10;frameFreezing;H.264;16000;-;1;2
v38;v38_HRC8;3.67;4;HRC8;frameFreezing;H.265;1000;-;2;4
v38;v38_HRC5;3.628333333;3.833333333;HRC5;packetLoss;H.265;8000;0.01;-;-
v38;v38_HRC4;2.82;3.428571429;HRC4;packetLoss;H.265;1000;0.03;-;-
v38;v38_HRC3;2.447142857;3.428571429;HRC3;packetLoss;H.264;2000;0.05;-;-
v38;v38_HRC2;1.96125;3625;HRC2;packetLoss;H.265;400;0.08;-;-
v38;v38_HRC6;1.7525;3.5;HRC6;frameFreezing;H.265;200;-;3;8
v38;v38_HRC1;1.691666667;2.833333333;HRC1;packetLoss;H.264;500;0.1;-;-
v39;v39_HRC9;3.525;3.25;HRC9;frameFreezing;H.264;2000;-;2;4
v39;v39_HRC5;3.384;3.8;HRC5;packetLoss;H.265;8000;0.01;-;-
v39;v39_HRC1;2.348;3;HRC1;packetLoss;H.264;500;0.1;-;-
v39;v39_HRC6;1.495;2;HRC6;frameFreezing;H.265;200;-;3;8
v39;v39_ANC2;4.43;3.666666667;ANC2;frameFreezing;-;-;-;0;0
v39;v39_ANC1;4.203333333;3.5;ANC1;packetLoss;-;-;-;-;-
v39;v39_HRC10;4.043333333;3.333333333;HRC10;frameFreezing;H.264;16000;-;1;2
v39;v39_HRC4;3.11;2.5;HRC4;packetLoss;H.265;1000;0.03;-;-
v39;v39_HRC7;2.866666667;2.666666667;HRC7;frameFreezing;H.264;800;-;3;7
v39;v39_HRC3;2.49125;3125;HRC3;packetLoss;H.264;2000;0.05;-;-
v39;v39_HRC2;1.978333333;3.5;HRC2;packetLoss;H.265;400;0.08;-;-
v39;v39_HRC8;1.87;4.333333333;HRC8;frameFreezing;H.265;1000;-;2;4
v40;v40_HRC3;2.498;3.6;HRC3;packetLoss;H.264;2000;0.05;-;-
v40;v40_ANC2;4.69;3.6;ANC2;frameFreezing;-;-;-;0;0
v40;v40_ANC1;4.2475;3.75;ANC1;packetLoss;-;-;-;-;-
v40;v40_HRC10;4.07;3.571428571;HRC10;frameFreezing;H.264;16000;-;1;2
v40;v40_HRC5;3.421666667;4;HRC5;packetLoss;H.265;8000;0.01;-;-
v40;v40_HRC8;3.027272727;3.181818182;HRC8;frameFreezing;H.265;1000;-;2;4
v40;v40_HRC9;2.74;3.333333333;HRC9;frameFreezing;H.264;2000;-;2;4
v40;v40_HRC4;2.67;3.75;HRC4;packetLoss;H.265;1000;0.03;-;-
v40;v40_HRC7;2.06;3;HRC7;frameFreezing;H.264;800;-;3;7
v40;v40_HRC1;1.72;3;HRC1;packetLoss;H.264;500;0.1;-;-
v40;v40_HRC2;1.59;4;HRC2;packetLoss;H.265;400;0.08;-;-
v40;v40_HRC6;1.169090909;2.090909091;HRC6;frameFreezing;H.265;200;-;3;8
v41;v41_ANC2;4.432;3.2;ANC2;frameFreezing;-;-;-;0;0
v41;v41_HRC8;3.635;2.75;HRC8;frameFreezing;H.265;1000;-;2;4
v41;v41_HRC4;2.805;4;HRC4;packetLoss;H.265;1000;0.03;-;-
v41;v41_HRC9;2.745;3.5;HRC9;frameFreezing;H.264;2000;-;2;4
v41;v41_HRC2;2.044;2.6;HRC2;packetLoss;H.265;400;0.08;-;-
v41;v41_ANC1;4.411428571;3.571428571;ANC1;packetLoss;-;-;-;-;-
v41;v41_HRC10;4.346666667;3.333333333;HRC10;frameFreezing;H.264;16000;-;1;2
v41;v41_HRC5;3.99;3.222222222;HRC5;packetLoss;H.265;8000;0.01;-;-
v41;v41_HRC3;2.941111111;3.444444444;HRC3;packetLoss;H.264;2000;0.05;-;-
v41;v41_HRC7;2.37;2.833333333;HRC7;frameFreezing;H.264;800;-;3;7
v41;v41_HRC6;1.953333333;3.333333333;HRC6;frameFreezing;H.265;200;-;3;8
v41;v41_HRC1;1.888333333;3.333333333;HRC1;packetLoss;H.264;500;0.1;-;-
v42;v42_HRC10;4.042;3.2;HRC10;frameFreezing;H.264;16000;-;1;2
v42;v42_HRC5;3.824;2.4;HRC5;packetLoss;H.265;8000;0.01;-;-
v42;v42_HRC4;2.368;1.8;HRC4;packetLoss;H.265;1000;0.03;-;-
v42;v42_HRC7;1.775;2.25;HRC7;frameFreezing;H.264;800;-;3;7
v42;v42_ANC2;4.853333333;3.333333333;ANC2;frameFreezing;-;-;-;0;0
v42;v42_HRC9;3.09;2.5;HRC9;frameFreezing;H.264;2000;-;2;4
v42;v42_HRC8;3.003333333;2.777777778;HRC8;frameFreezing;H.265;1000;-;2;4
v42;v42_HRC3;2.733333333;3.5;HRC3;packetLoss;H.264;2000;0.05;-;-
v42;v42_HRC6;2.43;2.25;HRC6;frameFreezing;H.265;200;-;3;8
v42;v42_HRC1;1.741111111;2;HRC1;packetLoss;H.264;500;0.1;-;-
v42;v42_HRC2;1.735714286;2.285714286;HRC2;packetLoss;H.265;400;0.08;-;-
v42;v42_ANC1;0;0;ANC1;packetLoss;-;-;-;-;-
v43;v43_HRC10;4.166;3.4;HRC10;frameFreezing;H.264;16000;-;1;2
v43;v43_HRC1;2.196;2.8;HRC1;packetLoss;H.264;500;0.1;-;-
v43;v43_HRC6;2.115;2.833333333;HRC6;frameFreezing;H.265;200;-;3;8
v43;v43_ANC1;4.688333333;3.666666667;ANC1;packetLoss;-;-;-;-;-
v43;v43_ANC2;4.3;3;ANC2;frameFreezing;-;-;-;0;0
v43;v43_HRC9;3.94;2.666666667;HRC9;frameFreezing;H.264;2000;-;2;4
v43;v43_HRC8;3.45;2.5;HRC8;frameFreezing;H.265;1000;-;2;4
v43;v43_HRC5;3.246666667;3.5;HRC5;packetLoss;H.265;8000;0.01;-;-
v43;v43_HRC3;2.651666667;3.333333333;HRC3;packetLoss;H.264;2000;0.05;-;-
v43;v43_HRC7;2.64875;2125;HRC7;frameFreezing;H.264;800;-;3;7
v43;v43_HRC2;2.17;2.25;HRC2;packetLoss;H.265;400;0.08;-;-
v43;v43_HRC4;1.55;4;HRC4;packetLoss;H.265;1000;0.03;-;-
v44;v44_ANC2;4.626;3.8;ANC2;frameFreezing;-;-;-;0;0
v44;v44_ANC1;4.292;3.6;ANC1;packetLoss;-;-;-;-;-
v44;v44_HRC10;4.255;4;HRC10;frameFreezing;H.264;16000;-;1;2
v44;v44_HRC4;2.736;3.6;HRC4;packetLoss;H.265;1000;0.03;-;-
v44;v44_HRC3;3.8475;3.5;HRC3;packetLoss;H.264;2000;0.05;-;-
v44;v44_HRC5;3.8075;4;HRC5;packetLoss;H.265;8000;0.01;-;-
v44;v44_HRC8;3.646666667;4;HRC8;frameFreezing;H.265;1000;-;2;4
v44;v44_HRC9;3.4775;3.5;HRC9;frameFreezing;H.264;2000;-;2;4
v44;v44_HRC1;3.24;3.8;HRC1;packetLoss;H.264;500;0.1;-;-
v44;v44_HRC7;3.0875;3125;HRC7;frameFreezing;H.264;800;-;3;7
v44;v44_HRC2;2.471666667;3.166666667;HRC2;packetLoss;H.265;400;0.08;-;-
v44;v44_HRC6;1.66125;3;HRC6;frameFreezing;H.265;200;-;3;8
v45;v45_ANC1;4.674;2.4;ANC1;packetLoss;-;-;-;-;-
v45;v45_ANC2;4.406;3.4;ANC2;frameFreezing;-;-;-;0;0
v45;v45_HRC2;2.075;2;HRC2;packetLoss;H.265;400;0.08;-;-
v45;v45_HRC9;4.04;2.75;HRC9;frameFreezing;H.264;2000;-;2;4
v45;v45_HRC8;3.98;3.571428571;HRC8;frameFreezing;H.265;1000;-;2;4
v45;v45_HRC4;3.576666667;3;HRC4;packetLoss;H.265;1000;0.03;-;-
v45;v45_HRC10;3.536666667;3.666666667;HRC10;frameFreezing;H.264;16000;-;1;2
v45;v45_HRC3;3.2325;2.25;HRC3;packetLoss;H.264;2000;0.05;-;-
v45;v45_HRC6;3.22;3;HRC6;frameFreezing;H.265;200;-;3;8
v45;v45_HRC5;2.18;2;HRC5;packetLoss;H.265;8000;0.01;-;-
v45;v45_HRC1;1.88625;3125;HRC1;packetLoss;H.264;500;0.1;-;-
v45;v45_HRC7;1.81;3;HRC7;frameFreezing;H.264;800;-;3;7
v46;v46_HRC1;2.545;3.25;HRC1;packetLoss;H.264;500;0.1;-;-
v46;v46_ANC2;4.89;3.2;ANC2;frameFreezing;-;-;-;0;0
v46;v46_ANC1;4.48;3.714285714;ANC1;packetLoss;-;-;-;-;-
v46;v46_HRC10;4.008333333;3.5;HRC10;frameFreezing;H.264;16000;-;1;2
v46;v46_HRC8;3.24;3.333333333;HRC8;frameFreezing;H.265;1000;-;2;4
v46;v46_HRC9;2.767142857;2.857142857;HRC9;frameFreezing;H.264;2000;-;2;4
v46;v46_HRC3;2.7275;2.5;HRC3;packetLoss;H.264;2000;0.05;-;-
v46;v46_HRC5;2.48;3.142857143;HRC5;packetLoss;H.265;8000;0.01;-;-
v46;v46_HRC4;2.22;2;HRC4;packetLoss;H.265;1000;0.03;-;-
v46;v46_HRC7;1.966666667;2.333333333;HRC7;frameFreezing;H.264;800;-;3;7
v46;v46_HRC6;1.6925;2625;HRC6;frameFreezing;H.265;200;-;3;8
v46;v46_HRC2;1.656666667;3;HRC2;packetLoss;H.265;400;0.08;-;-
v47;v47_ANC1;4.715;4;ANC1;packetLoss;-;-;-;-;-
v47;v47_HRC8;2.798;3.8;HRC8;frameFreezing;H.265;1000;-;2;4
v47;v47_HRC4;2.725;3.5;HRC4;packetLoss;H.265;1000;0.03;-;-
v47;v47_HRC7;2.298;3.3;HRC7;frameFreezing;H.264;800;-;3;7
v47;v47_HRC1;2.215;3.5;HRC1;packetLoss;H.264;500;0.1;-;-
v47;v47_HRC6;1.802;3.2;HRC6;frameFreezing;H.265;200;-;3;8
v47;v47_ANC2;4.9725;3.5;ANC2;frameFreezing;-;-;-;0;0
v47;v47_HRC10;3.703333333;3.666666667;HRC10;frameFreezing;H.264;16000;-;1;2
v47;v47_HRC5;3.5075;3.5;HRC5;packetLoss;H.265;8000;0.01;-;-
v47;v47_HRC3;2.721818182;3.545454545;HRC3;packetLoss;H.264;2000;0.05;-;-
v47;v47_HRC9;2.586666667;3;HRC9;frameFreezing;H.264;2000;-;2;4
v47;v47_HRC2;2.49;3.833333333;HRC2;packetLoss;H.265;400;0.08;-;-
v48;v48_HRC9;3.416;2.8;HRC9;frameFreezing;H.264;2000;-;2;4
v48;v48_HRC1;1.918;2.8;HRC1;packetLoss;H.264;500;0.1;-;-
v48;v48_ANC1;4.426666667;3.666666667;ANC1;packetLoss;-;-;-;-;-
v48;v48_ANC2;4.188333333;3.833333333;ANC2;frameFreezing;-;-;-;0;0
v48;v48_HRC5;3.898571429;3.571428571;HRC5;packetLoss;H.265;8000;0.01;-;-
v48;v48_HRC10;3.835714286;4;HRC10;frameFreezing;H.264;16000;-;1;2
v48;v48_HRC4;2.64375;3.5;HRC4;packetLoss;H.265;1000;0.03;-;-
v48;v48_HRC3;2.596666667;3.5;HRC3;packetLoss;H.264;2000;0.05;-;-
v48;v48_HRC8;2.49;4;HRC8;frameFreezing;H.265;1000;-;2;4
v48;v48_HRC7;2.05;5;HRC7;frameFreezing;H.264;800;-;3;7
v48;v48_HRC6;1.915714286;3.428571429;HRC6;frameFreezing;H.265;200;-;3;8
v48;v48_HRC2;1.76;3.5;HRC2;packetLoss;H.265;400;0.08;-;-
v49;v49_HRC1;2.425;3.75;HRC1;packetLoss;H.264;500;0.1;-;-
v49;v49_HRC2;1.636;3;HRC2;packetLoss;H.265;400;0.08;-;-
v49;v49_ANC1;4.683333333;3.333333333;ANC1;packetLoss;-;-;-;-;-
v49;v49_ANC2;4.5275;3.5;ANC2;frameFreezing;-;-;-;0;0
v49;v49_HRC8;3.75;2.75;HRC8;frameFreezing;H.265;1000;-;2;4
v49;v49_HRC10;3.397142857;3.142857143;HRC10;frameFreezing;H.264;16000;-;1;2
v49;v49_HRC3;3.068888889;2.888888889;HRC3;packetLoss;H.264;2000;0.05;-;-
v49;v49_HRC7;2.5325;3.25;HRC7;frameFreezing;H.264;800;-;3;7
v49;v49_HRC4;2.506666667;3.333333333;HRC4;packetLoss;H.265;1000;0.03;-;-
v49;v49_HRC5;2.456666667;3;HRC5;packetLoss;H.265;8000;0.01;-;-
v49;v49_HRC6;2.25;3;HRC6;frameFreezing;H.265;200;-;3;8
v49;v49_HRC9;0;0;HRC9;frameFreezing;H.264;2000;-;2;4
v50;v50_HRC9;2.745;3.5;HRC9;frameFreezing;H.264;2000;-;2;4
v50;v50_HRC4;2.468;3.8;HRC4;packetLoss;H.265;1000;0.03;-;-
v50;v50_HRC2;1.415;2.5;HRC2;packetLoss;H.265;400;0.08;-;-
v50;v50_ANC1;4.84;3;ANC1;packetLoss;-;-;-;-;-
v50;v50_ANC2;4.7375;4.25;ANC2;frameFreezing;-;-;-;0;0
v50;v50_HRC10;4.52;3;HRC10;frameFreezing;H.264;16000;-;1;2
v50;v50_HRC5;3.9575;4.25;HRC5;packetLoss;H.265;8000;0.01;-;-
v50;v50_HRC8;2.798333333;2.833333333;HRC8;frameFreezing;H.265;1000;-;2;4
v50;v50_HRC7;2.71;3;HRC7;frameFreezing;H.264;800;-;3;7
v50;v50_HRC3;2.158571429;3.142857143;HRC3;packetLoss;H.264;2000;0.05;-;-
v50;v50_HRC1;1.601111111;3;HRC1;packetLoss;H.264;500;0.1;-;-
v50;v50_HRC6;1.158888889;1.888888889;HRC6;frameFreezing;H.265;200;-;3;8
v51;v51_ANC2;4.934;3.6;ANC2;frameFreezing;-;-;-;0;0
v51;v51_HRC9;3.186;3.2;HRC9;frameFreezing;H.264;2000;-;2;4
v51;v51_HRC10;3.135;3.5;HRC10;frameFreezing;H.264;16000;-;1;2
v51;v51_HRC7;2.624;3.4;HRC7;frameFreezing;H.264;800;-;3;7
v51;v51_HRC2;2.005;3.25;HRC2;packetLoss;H.265;400;0.08;-;-
v51;v51_ANC1;4.6425;3.25;ANC1;packetLoss;-;-;-;-;-
v51;v51_HRC5;3.01;3.75;HRC5;packetLoss;H.265;8000;0.01;-;-
v51;v51_HRC8;2.968333333;3.333333333;HRC8;frameFreezing;H.265;1000;-;2;4
v51;v51_HRC3;2.935714286;3.428571429;HRC3;packetLoss;H.264;2000;0.05;-;-
v51;v51_HRC4;2.5;3;HRC4;packetLoss;H.265;1000;0.03;-;-
v51;v51_HRC6;2.01;3.5;HRC6;frameFreezing;H.265;200;-;3;8
v51;v51_HRC1;1.63;3;HRC1;packetLoss;H.264;500;0.1;-;-
v52;v52_HRC10;4.472;4.2;HRC10;frameFreezing;H.264;16000;-;1;2
v52;v52_HRC9;3.555;3.25;HRC9;frameFreezing;H.264;2000;-;2;4
v52;v52_HRC4;3.154;3.6;HRC4;packetLoss;H.265;1000;0.03;-;-
v52;v52_HRC3;3.062;3.6;HRC3;packetLoss;H.264;2000;0.05;-;-
v52;v52_ANC1;4.966666667;4;ANC1;packetLoss;-;-;-;-;-
v52;v52_ANC2;4.5;3;ANC2;frameFreezing;-;-;-;0;0
v52;v52_HRC5;3.82;3.285714286;HRC5;packetLoss;H.265;8000;0.01;-;-
v52;v52_HRC8;3.633333333;3.166666667;HRC8;frameFreezing;H.265;1000;-;2;4
v52;v52_HRC1;2.7325;3.75;HRC1;packetLoss;H.264;500;0.1;-;-
v52;v52_HRC7;2.453333333;3.333333333;HRC7;frameFreezing;H.264;800;-;3;7
v52;v52_HRC6;1.7425;3.5;HRC6;frameFreezing;H.265;200;-;3;8
v52;v52_HRC2;1.71;3.571428571;HRC2;packetLoss;H.265;400;0.08;-;-
v53;v53_HRC5;3.295;3;HRC5;packetLoss;H.265;8000;0.01;-;-
v53;v53_HRC2;1.745;3;HRC2;packetLoss;H.265;400;0.08;-;-
v53;v53_ANC2;4.8125;3.5;ANC2;frameFreezing;-;-;-;0;0
v53;v53_ANC1;4.423333333;3.166666667;ANC1;packetLoss;-;-;-;-;-
v53;v53_HRC10;3.95;2625;HRC10;frameFreezing;H.264;16000;-;1;2
v53;v53_HRC3;2.993333333;3.333333333;HRC3;packetLoss;H.264;2000;0.05;-;-
v53;v53_HRC8;2.936666667;2;HRC8;frameFreezing;H.265;1000;-;2;4
v53;v53_HRC9;2.9225;2.5;HRC9;frameFreezing;H.264;2000;-;2;4
v53;v53_HRC7;2.638333333;2.833333333;HRC7;frameFreezing;H.264;800;-;3;7
v53;v53_HRC4;2.487142857;2.142857143;HRC4;packetLoss;H.265;1000;0.03;-;-
v53;v53_HRC6;2.0625;1625;HRC6;frameFreezing;H.265;200;-;3;8
v53;v53_HRC1;1.836666667;2.5;HRC1;packetLoss;H.264;500;0.1;-;-
v54;v54_ANC2;4.576;3.2;ANC2;frameFreezing;-;-;-;0;0
v54;v54_HRC1;3.055;3.5;HRC1;packetLoss;H.264;500;0.1;-;-
v54;v54_HRC4;2.688;3.4;HRC4;packetLoss;H.265;1000;0.03;-;-
v54;v54_HRC3;2.614;3.4;HRC3;packetLoss;H.264;2000;0.05;-;-
v54;v54_HRC6;1.965;3.5;HRC6;frameFreezing;H.265;200;-;3;8
v54;v54_ANC1;4.19;3.714285714;ANC1;packetLoss;-;-;-;-;-
v54;v54_HRC10;3.8475;4;HRC10;frameFreezing;H.264;16000;-;1;2
v54;v54_HRC8;3.3925;3.5;HRC8;frameFreezing;H.265;1000;-;2;4
v54;v54_HRC9;3.125714286;3;HRC9;frameFreezing;H.264;2000;-;2;4
v54;v54_HRC5;2.596666667;3.5;HRC5;packetLoss;H.265;8000;0.01;-;-
v54;v54_HRC7;2.1425;2.75;HRC7;frameFreezing;H.264;800;-;3;7
v54;v54_HRC2;1.866666667;2.166666667;HRC2;packetLoss;H.265;400;0.08;-;-
